Order_id,Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales_Th,COGS,Profit,Profit_Th,Date,Month,Quarter,Year,Customer_Name,Product_Name,Country,qt
235,Government,CUST_ID_059,PROD_ID_001,Low,"1,375.50",5,20,"27,510.00",275.1,"27,234.90",27.23,"13,755.00","13,479.90",13.48,21-11-2022,Nov,Q4,2022,Aiden Martin,Montana,England,"1,375.50"
236,Government,CUST_ID_043,PROD_ID_001,Low,"1,830.00",5,7,"12,810.00",128.1,"12,681.90",12.68,"9,150.00","3,531.90",3.53,07-08-2021,Aug,Q3,2022,Sebastian Phillips,Montana,England,"1,830.00"
237,Midmarket,CUST_ID_026,PROD_ID_002,Low,"1,514.00",10,15,"22,710.00",227.1,"22,482.90",22.48,"15,140.00","7,342.90",7.34,07-09-2022,Sep,Q3,2022,Avery Turner,Paseo,Canada,"1,514.00"
238,Government,CUST_ID_027,PROD_ID_002,Low,"4,492.50",10,7,"31,447.50",314.475,"31,133.03",31.13,"22,462.50","8,670.53",8.67,17-02-2021,Feb,Q1,2022,Michael Hill,Paseo,England,"4,492.50"
239,Enterprise,CUST_ID_115,PROD_ID_002,Low,727,10,125,"90,875.00",908.75,"89,966.25",89.97,"87,240.00","2,726.25",2.73,05-03-2022,Mar,Q1,2022,Henry Garcia,Paseo,England,727
240,Enterprise,CUST_ID_051,PROD_ID_002,Low,787,10,125,"98,375.00",983.75,"97,391.25",97.39,"94,440.00","2,951.25",2.95,24-06-2021,Jun,Q2,2022,Logan Phillips,Paseo,England,787
241,Enterprise,CUST_ID_024,PROD_ID_002,Low,"1,823.00",10,125,"2,27,875.00",2278.75,"2,25,596.25",225.6,"2,18,760.00","6,836.25",6.84,30-11-2022,Nov,Q4,2022,Elizabeth Green,Paseo,Japan,"1,823.00"
242,Midmarket,CUST_ID_038,PROD_ID_002,Low,747,10,15,"11,205.00",112.05,"11,092.95",11.09,"7,470.00","3,622.95",3.62,08-06-2021,Jun,Q2,2022,Amelia Wilson,Paseo,Italy,747
243,Small Business,CUST_ID_116,PROD_ID_002,Low,"2,905.00",10,300,"8,71,500.00",8715,"8,62,785.00",862.79,"7,26,250.00","1,36,535.00",136.54,17-01-2022,Jan,Q1,2022,Amelia Phillips,Paseo,France,"2,905.00"
244,Government,CUST_ID_052,PROD_ID_002,Low,"2,155.00",10,350,"7,54,250.00",7542.5,"7,46,707.50",746.71,"5,60,300.00","1,86,407.50",186.41,04-08-2022,Aug,Q3,2022,Charlotte Martin,Paseo,France,"2,155.00"
245,Government,CUST_ID_054,PROD_ID_003,Low,"3,864.00",120,20,"77,280.00",772.8,"76,507.20",76.51,"38,640.00","37,867.20",37.87,13-10-2021,Oct,Q4,2022,Harper Wilson,Velo,Italy,"3,864.00"
246,Government,CUST_ID_031,PROD_ID_003,Low,362,120,7,"2,534.00",25.34,"2,508.66",2.51,"1,810.00",698.66,0.7,01-11-2022,Nov,Q4,2022,Benjamin Lee,Velo,India,362
247,Enterprise,CUST_ID_007,PROD_ID_003,Low,923,120,125,"1,15,375.00",1153.75,"1,14,221.25",114.22,"1,10,760.00","3,461.25",3.46,04-04-2022,Apr,Q2,2022,Ethan Miller,Velo,India,923
248,Government,CUST_ID_056,PROD_ID_004,Low,263,250,7,"1,841.00",18.41,"1,822.59",1.82,"1,315.00",507.59,0.51,22-12-2022,Dec,Q4,2022,Amelia Perez,VTT,Japan,263
249,Government,CUST_ID_055,PROD_ID_004,Low,943.5,250,350,"3,30,225.00",3302.25,"3,26,922.75",326.92,"2,45,310.00","81,612.75",81.61,21-09-2021,Sep,Q3,2022,Henry Turner,VTT,India,943.5
250,Enterprise,CUST_ID_117,PROD_ID_004,Low,727,250,125,"90,875.00",908.75,"89,966.25",89.97,"87,240.00","2,726.25",2.73,30-04-2021,Apr,Q2,2022,Jackson Hill,VTT,Germany,727
251,Enterprise,CUST_ID_118,PROD_ID_004,Low,787,250,125,"98,375.00",983.75,"97,391.25",97.39,"94,440.00","2,951.25",2.95,27-05-2021,May,Q2,2022,Abigail Martin,VTT,Italy,787
252,Small Business,CUST_ID_032,PROD_ID_004,Low,986,250,300,"2,95,800.00",2958,"2,92,842.00",292.84,"2,46,500.00","46,342.00",46.34,09-10-2022,Oct,Q4,2022,Mia White,VTT,Japan,986
253,Government,CUST_ID_034,PROD_ID_004,Low,"1,397.00",250,350,"4,88,950.00",4889.5,"4,84,060.50",484.06,"3,63,220.00","1,20,840.50",120.84,09-10-2022,Oct,Q4,2022,Charlotte Davis,VTT,Canada,"1,397.00"
254,Enterprise,CUST_ID_118,PROD_ID_004,Low,"1,744.00",250,125,"2,18,000.00",2180,"2,15,820.00",215.82,"2,09,280.00","6,540.00",6.54,21-09-2021,Sep,Q3,2022,Abigail Martin,VTT,Italy,"1,744.00"
255,Enterprise,CUST_ID_094,PROD_ID_005,Low,742.5,3,125,"92,812.50",1856.25,"90,956.25",90.96,"89,100.00","1,856.25",1.86,27-05-2022,May,Q2,2022,Abigail Martin,Carretera,Italy,742.5
256,Channel Partners,CUST_ID_036,PROD_ID_005,Low,"1,295.00",3,12,"15,540.00",310.8,"15,229.20",15.23,"3,885.00","11,344.20",11.34,03-05-2021,May,Q2,2022,Harper Anderson,Carretera,France,"1,295.00"
257,Government,CUST_ID_042,PROD_ID_005,Low,"2,852.00",3,350,"9,98,200.00",19964,"9,78,236.00",978.24,"7,41,520.00","2,36,716.00",236.72,20-07-2021,Jul,Q3,2022,Emily Garcia,Carretera,Canada,"2,852.00"
258,Channel Partners,CUST_ID_119,PROD_ID_001,Low,"1,142.00",5,12,"13,704.00",274.08,"13,429.92",13.43,"3,426.00","10,003.92",10,10-11-2022,Nov,Q4,2022,Aiden Garcia,Montana,India,"1,142.00"
259,Government,CUST_ID_099,PROD_ID_001,Low,"1,566.00",5,20,"31,320.00",626.4,"30,693.60",30.69,"15,660.00","15,033.60",15.03,17-07-2021,Jul,Q3,2022,Logan Martin,Montana,England,"1,566.00"
260,Channel Partners,CUST_ID_120,PROD_ID_001,Low,690,5,12,"8,280.00",165.6,"8,114.40",8.11,"2,070.00","6,044.40",6.04,26-07-2022,Jul,Q3,2022,Emily Hill,Montana,Japan,690
261,Midmarket,CUST_ID_006,PROD_ID_002,Low,"2,363.00",10,15,"35,445.00",708.9,"34,736.10",34.74,"23,630.00","11,106.10",11.11,24-10-2022,Oct,Q4,2022,Ava Davis,Paseo,Italy,"2,363.00"
262,Small Business,CUST_ID_121,PROD_ID_002,Low,918,10,300,"2,75,400.00",5508,"2,69,892.00",269.89,"2,29,500.00","40,392.00",40.39,02-06-2021,Jun,Q2,2022,Benjamin Phillips,Paseo,USA,918
263,Small Business,CUST_ID_069,PROD_ID_002,Low,"1,728.00",10,300,"5,18,400.00",10368,"5,08,032.00",508.03,"4,32,000.00","76,032.00",76.03,29-07-2021,Jul,Q3,2022,Jackson Hill,Paseo,Germany,"1,728.00"
264,Channel Partners,CUST_ID_005,PROD_ID_002,Low,"1,142.00",10,12,"13,704.00",274.08,"13,429.92",13.43,"3,426.00","10,003.92",10,20-05-2021,May,Q2,2022,Liam Jones,Paseo,Germany,"1,142.00"
265,Enterprise,CUST_ID_024,PROD_ID_002,Low,662,10,125,"82,750.00",1655,"81,095.00",81.1,"79,440.00","1,655.00",1.66,01-05-2021,May,Q2,2022,Elizabeth Green,Paseo,Japan,662
266,Channel Partners,CUST_ID_060,PROD_ID_002,Low,"1,295.00",10,12,"15,540.00",310.8,"15,229.20",15.23,"3,885.00","11,344.20",11.34,23-02-2021,Feb,Q1,2022,Emily Garcia,Paseo,France,"1,295.00"
267,Small Business,CUST_ID_070,PROD_ID_002,Low,"1,916.00",10,300,"5,74,800.00",11496,"5,63,304.00",563.3,"4,79,000.00","84,304.00",84.3,16-12-2021,Dec,Q4,2022,Abigail Garcia,Paseo,Italy,"1,916.00"
268,Government,CUST_ID_004,PROD_ID_002,Low,"2,852.00",10,350,"9,98,200.00",19964,"9,78,236.00",978.24,"7,41,520.00","2,36,716.00",236.72,19-04-2021,Apr,Q2,2022,Olivia Brown,Paseo,France,"2,852.00"
269,Enterprise,CUST_ID_122,PROD_ID_002,Low,"2,729.00",10,125,"3,41,125.00",6822.5,"3,34,302.50",334.3,"3,27,480.00","6,822.50",6.82,04-12-2021,Dec,Q4,2022,Mia Turner,Paseo,Canada,"2,729.00"
270,Channel Partners,CUST_ID_025,PROD_ID_002,Low,"1,055.00",10,12,"12,660.00",253.2,"12,406.80",12.41,"3,165.00","9,241.80",9.24,06-02-2021,Feb,Q1,2022,Alexander Perez,Paseo,USA,"1,055.00"
271,Channel Partners,CUST_ID_071,PROD_ID_002,Low,"1,084.00",10,12,"13,008.00",260.16,"12,747.84",12.75,"3,252.00","9,495.84",9.5,19-04-2022,Apr,Q2,2022,Aiden Perez,Paseo,India,"1,084.00"
272,Government,CUST_ID_041,PROD_ID_003,Low,"1,566.00",120,20,"31,320.00",626.4,"30,693.60",30.69,"15,660.00","15,033.60",15.03,28-08-2022,Aug,Q3,2022,Aiden Clark,Velo,USA,"1,566.00"
273,Government,CUST_ID_028,PROD_ID_003,Low,"2,877.00",120,350,"10,06,950.00",20139,"9,86,811.00",986.81,"7,48,020.00","2,38,791.00",238.79,17-09-2022,Sep,Q3,2022,Sofia Phillips,Velo,France,"2,877.00"
274,Channel Partners,CUST_ID_123,PROD_ID_003,Low,"1,055.00",120,12,"12,660.00",253.2,"12,406.80",12.41,"3,165.00","9,241.80",9.24,14-12-2021,Dec,Q4,2022,Logan Martin,Velo,England,"1,055.00"
275,Channel Partners,CUST_ID_124,PROD_ID_003,Low,"1,084.00",120,12,"13,008.00",260.16,"12,747.84",12.75,"3,252.00","9,495.84",9.5,09-04-2022,Apr,Q2,2022,Charlotte Garcia,Velo,France,"1,084.00"
276,Enterprise,CUST_ID_125,PROD_ID_004,Low,662,250,125,"82,750.00",1655,"81,095.00",81.1,"79,440.00","1,655.00",1.66,06-12-2022,Dec,Q4,2022,Samuel Hill,VTT,Germany,662
277,Government,CUST_ID_056,PROD_ID_004,Low,"2,877.00",250,350,"10,06,950.00",20139,"9,86,811.00",986.81,"7,48,020.00","2,38,791.00",238.79,16-11-2022,Nov,Q4,2022,Amelia Perez,VTT,Japan,"2,877.00"
278,Enterprise,CUST_ID_105,PROD_ID_004,Low,"2,729.00",250,125,"3,41,125.00",6822.5,"3,34,302.50",334.3,"3,27,480.00","6,822.50",6.82,13-12-2022,Dec,Q4,2022,Jackson Turner,VTT,USA,"2,729.00"
279,Small Business,CUST_ID_126,PROD_ID_006,Low,259,260,300,"77,700.00",1554,"76,146.00",76.15,"64,750.00","11,396.00",11.4,26-02-2022,Feb,Q1,2022,Harper Phillips,Amarilla,Italy,259
280,Small Business,CUST_ID_127,PROD_ID_006,Low,"1,101.00",260,300,"3,30,300.00",6606,"3,23,694.00",323.69,"2,75,250.00","48,444.00",48.44,25-09-2022,Sep,Q3,2022,Henry Martin,Amarilla,India,"1,101.00"
281,Enterprise,CUST_ID_073,PROD_ID_006,Low,"2,276.00",260,125,"2,84,500.00",5690,"2,78,810.00",278.81,"2,73,120.00","5,690.00",5.69,23-09-2022,Sep,Q3,2022,Benjamin Phillips,Amarilla,USA,"2,276.00"
282,Government,CUST_ID_064,PROD_ID_006,Low,"1,236.00",260,20,"24,720.00",494.4,"24,225.60",24.23,"12,360.00","11,865.60",11.87,03-02-2021,Feb,Q1,2022,Charlotte Anderson,Amarilla,Japan,"1,236.00"
283,Government,CUST_ID_065,PROD_ID_006,Low,941,260,20,"18,820.00",376.4,"18,443.60",18.44,"9,410.00","9,033.60",9.03,19-11-2022,Nov,Q4,2022,Samuel Wilson,Amarilla,USA,941
284,Small Business,CUST_ID_128,PROD_ID_006,Low,"1,916.00",260,300,"5,74,800.00",11496,"5,63,304.00",563.3,"4,79,000.00","84,304.00",84.3,30-05-2022,May,Q2,2022,Amelia Hill,Amarilla,Japan,"1,916.00"
285,Enterprise,CUST_ID_085,PROD_ID_005,Low,"4,243.50",3,125,"5,30,437.50",15913.125,"5,14,524.38",514.52,"5,09,220.00","5,304.38",5.3,28-04-2021,Apr,Q2,2022,Benjamin Garcia,Carretera,Germany,"4,243.50"
286,Government,CUST_ID_048,PROD_ID_005,Low,"2,580.00",3,20,"51,600.00",1548,"50,052.00",50.05,"25,800.00","24,252.00",24.25,09-04-2022,Apr,Q2,2022,Sofia Turner,Carretera,Japan,"2,580.00"
287,Small Business,CUST_ID_020,PROD_ID_005,Low,689,3,300,"2,06,700.00",6201,"2,00,499.00",200.5,"1,72,250.00","28,249.00",28.25,23-10-2022,Oct,Q4,2022,Abigail Robinson,Carretera,France,689
288,Channel Partners,CUST_ID_084,PROD_ID_005,Low,"1,947.00",3,12,"23,364.00",700.92,"22,663.08",22.66,"5,841.00","16,822.08",16.82,23-04-2022,Apr,Q2,2022,Emily Martin,Carretera,France,"1,947.00"
289,Government,CUST_ID_037,PROD_ID_001,Low,"1,958.00",5,7,"13,706.00",411.18,"13,294.82",13.29,"9,790.00","3,504.82",3.5,26-05-2022,May,Q2,2022,Henry Martinez,Montana,Germany,"1,958.00"
290,Channel Partners,CUST_ID_129,PROD_ID_001,Low,"1,901.00",5,12,"22,812.00",684.36,"22,127.64",22.13,"5,703.00","16,424.64",16.42,13-03-2022,Mar,Q1,2022,Jackson Turner,Montana,USA,"1,901.00"
291,Government,CUST_ID_059,PROD_ID_001,Low,544,5,7,"3,808.00",114.24,"3,693.76",3.69,"2,720.00",973.76,0.97,23-07-2021,Jul,Q3,2022,Aiden Martin,Montana,England,544
292,Enterprise,CUST_ID_079,PROD_ID_001,Low,"1,287.00",5,125,"1,60,875.00",4826.25,"1,56,048.75",156.05,"1,54,440.00","1,608.75",1.61,27-09-2021,Sep,Q3,2022,Henry Turner,Montana,India,"1,287.00"
293,Enterprise,CUST_ID_068,PROD_ID_001,Low,"1,706.00",5,125,"2,13,250.00",6397.5,"2,06,852.50",206.85,"2,04,720.00","2,132.50",2.13,15-05-2021,May,Q2,2022,Amelia Martin,Montana,France,"1,706.00"
294,Small Business,CUST_ID_121,PROD_ID_002,Low,"2,434.50",10,300,"7,30,350.00",21910.5,"7,08,439.50",708.44,"6,08,625.00","99,814.50",99.81,25-05-2022,May,Q2,2022,Benjamin Phillips,Paseo,USA,"2,434.50"
295,Enterprise,CUST_ID_122,PROD_ID_002,Low,"1,774.00",10,125,"2,21,750.00",6652.5,"2,15,097.50",215.1,"2,12,880.00","2,217.50",2.22,03-10-2022,Oct,Q4,2022,Mia Turner,Paseo,Canada,"1,774.00"
296,Channel Partners,CUST_ID_025,PROD_ID_002,Low,"1,901.00",10,12,"22,812.00",684.36,"22,127.64",22.13,"5,703.00","16,424.64",16.42,14-01-2021,Jan,Q1,2022,Alexander Perez,Paseo,USA,"1,901.00"
297,Small Business,CUST_ID_069,PROD_ID_002,Low,689,10,300,"2,06,700.00",6201,"2,00,499.00",200.5,"1,72,250.00","28,249.00",28.25,14-12-2021,Dec,Q4,2022,Jackson Hill,Paseo,Germany,689
298,Enterprise,CUST_ID_023,PROD_ID_002,Low,"1,570.00",10,125,"1,96,250.00",5887.5,"1,90,362.50",190.36,"1,88,400.00","1,962.50",1.96,14-06-2022,Jun,Q2,2022,Sebastian Lee,Paseo,India,"1,570.00"
299,Channel Partners,CUST_ID_005,PROD_ID_002,Low,"1,369.50",10,12,"16,434.00",493.02,"15,940.98",15.94,"4,108.50","11,832.48",11.83,06-06-2021,Jun,Q2,2022,Liam Jones,Paseo,Germany,"1,369.50"
300,Enterprise,CUST_ID_122,PROD_ID_002,Low,"2,009.00",10,125,"2,51,125.00",7533.75,"2,43,591.25",243.59,"2,41,080.00","2,511.25",2.51,07-01-2021,Jan,Q1,2022,Mia Turner,Paseo,Canada,"2,009.00"
301,Enterprise,CUST_ID_051,PROD_ID_002,Low,"1,287.00",10,125,"1,60,875.00",4826.25,"1,56,048.75",156.05,"1,54,440.00","1,608.75",1.61,31-05-2021,May,Q2,2022,Logan Phillips,Paseo,England,"1,287.00"
302,Enterprise,CUST_ID_023,PROD_ID_002,Low,"1,706.00",10,125,"2,13,250.00",6397.5,"2,06,852.50",206.85,"2,04,720.00","2,132.50",2.13,17-07-2022,Jul,Q3,2022,Sebastian Lee,Paseo,India,"1,706.00"
303,Enterprise,CUST_ID_007,PROD_ID_003,Low,"2,009.00",120,125,"2,51,125.00",7533.75,"2,43,591.25",243.59,"2,41,080.00","2,511.25",2.51,11-02-2022,Feb,Q1,2022,Ethan Miller,Velo,India,"2,009.00"
304,Small Business,CUST_ID_075,PROD_ID_004,Low,"2,844.00",250,300,"8,53,200.00",25596,"8,27,604.00",827.6,"7,11,000.00","1,16,604.00",116.6,24-04-2022,Apr,Q2,2022,Logan Martin,VTT,England,"2,844.00"
305,Channel Partners,CUST_ID_089,PROD_ID_004,Low,"1,916.00",250,12,"22,992.00",689.76,"22,302.24",22.3,"5,748.00","16,554.24",16.55,23-09-2021,Sep,Q3,2022,Samuel Turner,VTT,USA,"1,916.00"
306,Enterprise,CUST_ID_130,PROD_ID_004,Low,"1,570.00",250,125,"1,96,250.00",5887.5,"1,90,362.50",190.36,"1,88,400.00","1,962.50",1.96,08-03-2021,Mar,Q1,2022,Abigail Phillips,VTT,Canada,"1,570.00"
307,Small Business,CUST_ID_063,PROD_ID_004,Low,"1,874.00",250,300,"5,62,200.00",16866,"5,45,334.00",545.33,"4,68,500.00","76,834.00",76.83,11-04-2021,Apr,Q2,2022,Logan Clark,VTT,India,"1,874.00"
308,Government,CUST_ID_034,PROD_ID_004,Low,"1,642.00",250,350,"5,74,700.00",17241,"5,57,459.00",557.46,"4,26,920.00","1,30,539.00",130.54,21-12-2021,Dec,Q4,2022,Charlotte Davis,VTT,Canada,"1,642.00"
309,Government,CUST_ID_042,PROD_ID_005,Low,831,3,20,"16,620.00",498.6,"16,121.40",16.12,"8,310.00","7,811.40",7.81,20-12-2021,Dec,Q4,2022,Emily Garcia,Carretera,Canada,831
310,Government,CUST_ID_016,PROD_ID_003,Low,"3,850.50",120,20,"77,010.00",2310.3,"74,699.70",74.7,"38,505.00","36,194.70",36.19,02-12-2021,Dec,Q4,2022,Harper Davis,Velo,Japan,"3,850.50"
311,Channel Partners,CUST_ID_067,PROD_ID_004,Low,"2,479.00",250,12,"29,748.00",892.44,"28,855.56",28.86,"7,437.00","21,418.56",21.42,14-12-2022,Dec,Q4,2022,Henry Phillips,VTT,England,"2,479.00"
312,Midmarket,CUST_ID_112,PROD_ID_001,Low,"2,031.00",5,15,"30,465.00",1218.6,"29,246.40",29.25,"20,310.00","8,936.40",8.94,21-04-2022,Apr,Q2,2022,Charlotte Hill,Montana,Japan,"2,031.00"
313,Midmarket,CUST_ID_044,PROD_ID_002,Low,"2,031.00",10,15,"30,465.00",1218.6,"29,246.40",29.25,"20,310.00","8,936.40",8.94,23-12-2022,Dec,Q4,2022,Elizabeth Martin,Paseo,France,"2,031.00"
314,Small Business,CUST_ID_020,PROD_ID_005,Low,"2,021.00",3,300,"6,06,300.00",24252,"5,82,048.00",582.05,"5,05,250.00","76,798.00",76.8,06-09-2021,Sep,Q3,2022,Abigail Robinson,Carretera,France,"2,021.00"
315,Government,CUST_ID_057,PROD_ID_005,Low,274,3,350,"95,900.00",3836,"92,064.00",92.06,"71,240.00","20,824.00",20.82,09-06-2022,Jun,Q2,2022,Jackson Hill,Carretera,USA,274
316,Midmarket,CUST_ID_131,PROD_ID_001,Low,"1,967.00",5,15,"29,505.00",1180.2,"28,324.80",28.32,"19,670.00","8,654.80",8.65,28-11-2022,Nov,Q4,2022,Aiden Hill,Montana,England,"1,967.00"
317,Small Business,CUST_ID_080,PROD_ID_001,Low,"1,859.00",5,300,"5,57,700.00",22308,"5,35,392.00",535.39,"4,64,750.00","70,642.00",70.64,20-05-2022,May,Q2,2022,Amelia Martin,Montana,Japan,"1,859.00"
318,Small Business,CUST_ID_080,PROD_ID_001,Low,"2,021.00",5,300,"6,06,300.00",24252,"5,82,048.00",582.05,"5,05,250.00","76,798.00",76.8,06-06-2022,Jun,Q2,2022,Amelia Martin,Montana,Japan,"2,021.00"
319,Enterprise,CUST_ID_022,PROD_ID_001,Low,"1,138.00",5,125,"1,42,250.00",5690,"1,36,560.00",136.56,"1,36,560.00", -   , -   ,04-11-2022,Nov,Q4,2022,Emily Clark,Montana,Italy,"1,138.00"
320,Government,CUST_ID_004,PROD_ID_002,Low,"4,251.00",10,7,"29,757.00",1190.28,"28,566.72",28.57,"21,255.00","7,311.72",7.31,05-05-2021,May,Q2,2022,Olivia Brown,Paseo,France,"4,251.00"
321,Enterprise,CUST_ID_023,PROD_ID_002,Low,795,10,125,"99,375.00",3975,"95,400.00",95.4,"95,400.00", -   , -   ,09-11-2022,Nov,Q4,2022,Sebastian Lee,Paseo,India,795
322,Small Business,CUST_ID_069,PROD_ID_002,Low,"1,414.50",10,300,"4,24,350.00",16974,"4,07,376.00",407.38,"3,53,625.00","53,751.00",53.75,24-02-2021,Feb,Q1,2022,Jackson Hill,Paseo,Germany,"1,414.50"
323,Small Business,CUST_ID_116,PROD_ID_002,Low,"2,918.00",10,300,"8,75,400.00",35016,"8,40,384.00",840.38,"7,29,500.00","1,10,884.00",110.88,31-08-2021,Aug,Q3,2022,Amelia Phillips,Paseo,France,"2,918.00"
324,Government,CUST_ID_027,PROD_ID_002,Low,"3,450.00",10,350,"12,07,500.00",48300,"11,59,200.00","1,159.20","8,97,000.00","2,62,200.00",262.2,27-07-2022,Jul,Q3,2022,Michael Hill,Paseo,England,"3,450.00"
325,Enterprise,CUST_ID_051,PROD_ID_002,Low,"2,988.00",10,125,"3,73,500.00",14940,"3,58,560.00",358.56,"3,58,560.00", -   , -   ,29-01-2022,Jan,Q1,2022,Logan Phillips,Paseo,England,"2,988.00"
326,Midmarket,CUST_ID_006,PROD_ID_002,Low,218,10,15,"3,270.00",130.8,"3,139.20",3.14,"2,180.00",959.2,0.96,05-04-2022,Apr,Q2,2022,Ava Davis,Paseo,Italy,218
327,Government,CUST_ID_004,PROD_ID_002,Low,"2,074.00",10,20,"41,480.00",1659.2,"39,820.80",39.82,"20,740.00","19,080.80",19.08,30-12-2022,Dec,Q4,2022,Olivia Brown,Paseo,France,"2,074.00"
328,Government,CUST_ID_027,PROD_ID_002,Low,"1,056.00",10,20,"21,120.00",844.8,"20,275.20",20.28,"10,560.00","9,715.20",9.72,16-03-2022,Mar,Q1,2022,Michael Hill,Paseo,England,"1,056.00"
329,Government,CUST_ID_027,PROD_ID_002,Low,274,10,350,"95,900.00",3836,"92,064.00",92.06,"71,240.00","20,824.00",20.82,16-11-2021,Nov,Q4,2022,Michael Hill,Paseo,England,274
330,Enterprise,CUST_ID_024,PROD_ID_002,Low,"1,138.00",10,125,"1,42,250.00",5690,"1,36,560.00",136.56,"1,36,560.00", -   , -   ,19-02-2021,Feb,Q1,2022,Elizabeth Green,Paseo,Japan,"1,138.00"
331,Channel Partners,CUST_ID_132,PROD_ID_003,Low,"1,465.00",120,12,"17,580.00",703.2,"16,876.80",16.88,"4,395.00","12,481.80",12.48,26-12-2022,Dec,Q4,2022,Emily Martin,Velo,France,"1,465.00"
332,Government,CUST_ID_054,PROD_ID_003,Low,"2,177.00",120,350,"7,61,950.00",30478,"7,31,472.00",731.47,"5,66,020.00","1,65,452.00",165.45,18-05-2022,May,Q2,2022,Harper Wilson,Velo,Italy,"2,177.00"
333,Channel Partners,CUST_ID_081,PROD_ID_004,Low,866,250,12,"10,392.00",415.68,"9,976.32",9.98,"2,598.00","7,378.32",7.38,30-06-2021,Jun,Q2,2022,Jackson Lewis,VTT,USA,866
334,Government,CUST_ID_008,PROD_ID_004,Low,"2,177.00",250,350,"7,61,950.00",30478,"7,31,472.00",731.47,"5,66,020.00","1,65,452.00",165.45,02-03-2021,Mar,Q1,2022,Isabella Wilson,VTT,Japan,"2,177.00"
335,Government,CUST_ID_093,PROD_ID_006,Low,"1,865.00",260,350,"6,52,750.00",26110,"6,26,640.00",626.64,"4,84,900.00","1,41,740.00",141.74,10-01-2021,Jan,Q1,2022,Jackson Hill,Amarilla,Germany,"1,865.00"
336,Enterprise,CUST_ID_092,PROD_ID_006,Low,"1,074.00",260,125,"1,34,250.00",5370,"1,28,880.00",128.88,"1,28,880.00", -   , -   ,13-05-2022,May,Q2,2022,Amelia Phillips,Amarilla,France,"1,074.00"
337,Government,CUST_ID_035,PROD_ID_006,Low,"1,907.00",260,350,"6,67,450.00",26698,"6,40,752.00",640.75,"4,95,820.00","1,44,932.00",144.93,10-12-2021,Dec,Q4,2022,Samuel Johnson,Amarilla,England,"1,907.00"
338,Government,CUST_ID_072,PROD_ID_002,Medium,"1,372.00",10,7,"9,604.00",480.2,"9,123.80",9.12,"6,860.00","2,263.80",2.26,07-04-2022,Apr,Q2,2022,Emily Hill,Paseo,Japan,"1,372.00"
339,Government,CUST_ID_040,PROD_ID_002,Medium,"2,689.00",10,7,"18,823.00",941.15,"17,881.85",17.88,"13,445.00","4,436.85",4.44,03-02-2022,Feb,Q1,2022,Abigail Lewis,Paseo,Japan,"2,689.00"
340,Channel Partners,CUST_ID_060,PROD_ID_002,Medium,"2,431.00",10,12,"29,172.00",1458.6,"27,713.40",27.71,"7,293.00","20,420.40",20.42,10-12-2022,Dec,Q4,2022,Emily Garcia,Paseo,France,"2,431.00"
341,Channel Partners,CUST_ID_133,PROD_ID_003,Medium,"2,431.00",120,12,"29,172.00",1458.6,"27,713.40",27.71,"7,293.00","20,420.40",20.42,08-11-2022,Nov,Q4,2022,Benjamin Garcia,Velo,Germany,"2,431.00"
342,Government,CUST_ID_034,PROD_ID_004,Medium,"2,689.00",250,7,"18,823.00",941.15,"17,881.85",17.88,"13,445.00","4,436.85",4.44,14-07-2021,Jul,Q3,2022,Charlotte Davis,VTT,Canada,"2,689.00"
343,Government,CUST_ID_093,PROD_ID_006,Medium,"1,683.00",260,7,"11,781.00",589.05,"11,191.95",11.19,"8,415.00","2,776.95",2.78,16-01-2022,Jan,Q1,2022,Jackson Hill,Amarilla,Germany,"1,683.00"
344,Channel Partners,CUST_ID_076,PROD_ID_006,Medium,"1,123.00",260,12,"13,476.00",673.8,"12,802.20",12.8,"3,369.00","9,433.20",9.43,01-01-2022,Jan,Q1,2022,Charlotte Garcia,Amarilla,France,"1,123.00"
345,Channel Partners,CUST_ID_088,PROD_ID_005,Medium,"1,865.00",3,12,"22,380.00",1119,"21,261.00",21.26,"5,595.00","15,666.00",15.67,13-01-2022,Jan,Q1,2022,Charlotte Hill,Carretera,Japan,"1,865.00"
346,Channel Partners,CUST_ID_010,PROD_ID_005,Medium,"1,116.00",3,12,"13,392.00",669.6,"12,722.40",12.72,"3,348.00","9,374.40",9.37,29-05-2021,May,Q2,2022,Sophia Anderson,Carretera,Canada,"1,116.00"
347,Government,CUST_ID_021,PROD_ID_005,Medium,"1,563.00",3,20,"31,260.00",1563,"29,697.00",29.7,"15,630.00","14,067.00",14.07,09-08-2021,Aug,Q3,2022,Aiden Lewis,Carretera,Germany,"1,563.00"
348,Small Business,CUST_ID_134,PROD_ID_005,Medium,991,3,300,"2,97,300.00",14865,"2,82,435.00",282.44,"2,47,750.00","34,685.00",34.69,23-12-2022,Dec,Q4,2022,Mia Hill,Carretera,Italy,991
349,Midmarket,CUST_ID_108,PROD_ID_005,Medium,"2,791.00",3,15,"41,865.00",2093.25,"39,771.75",39.77,"27,910.00","11,861.75",11.86,06-09-2021,Sep,Q3,2022,Emily Martin,Carretera,France,"2,791.00"
